Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7981459,36325,164776,128612,36986,7698,45575,14817,4722777,151105,79687,430018,1277066,84158,197767,250732
Total_people_complete,353360,12883,77461,62155,17249,3528,21781,7066,2165567,70322,35999,204358,592448,41254,92244,117585
total_pouluation,7189020,20267,85964,70425,19406,4053,24444,8018,2442204,82857,43017,230243,660339,45605,108462,135522
Total_people_one_dose,4194639,20267,85964,70425,19406,4053,24444,8018,2442204,82857,43017,230243,660339,45605,108462,135522
Male-65 years and older,524647,2129,8846,10343,2316,495,5493,2222,271923,19101,6788,34639,86393,4353,23858,14647
Male-55-64 years,308064,1455,6021,5013,1525,371,2142,579,179816,7712,3317,17399,45565,3020,8668,9561
Male-45-54 years,277175,1107,5473,3855,1374,311,1196,296,173100,3975,2413,15701,38890,3117,4737,8545
Male-20-44 years,677462,2640,16016,10431,3314,752,2241,594,408141,6794,5200,34439,102899,8381,9375,25196
Male-Less than 20 years,186371,2674,4136,3327,815,143,554,238,109877,1424,3123,9404,28977,3207,2202,7851
Female-65 years and older,644963,2457,10062,12360,2787,494,5953,2277,341128,21602,7657,40240,112661,5248,29756,17172
Female-55-64 years,352221,1522,6810,6134,1660,314,2478,677,203277,9089,3780,19760,54868,3264,11062,10245
Female-45-54 years,300325,1095,5616,4383,1344,312,1335,350,188694,4498,2419,16075,44490,3313,5623,9447
Female-20-44 years,709021,2434,18283,10999,3339,712,2362,531,437727,6895,4988,32392,113497,8336,9519,24012
Female-Less than 20 years,194891,2746,4446,3486,920,147,632,238,114125,1598,3299,9451,30677,3312,2514,8397
"Black or African American, non-Hispanic",119239,48,657,1345,80,40,78,32,88371,515,181,7940,13375,46,480,680
"Asian or Pacific Islander, non-Hispanic",153098,108,1388,1326,89,40,199,85,116983,1184,353,4515,18769,167,1229,1038
"American Indian or Alaska Native, non-Hispanic",157187,14048,18741,304,4689,98,2363,350,44802,599,16581,8116,12820,47,1215,1031
Unknown,452029,1172,15149,9263,4133,304,5041,1836,183509,12860,2393,30711,83106,2830,24803,30038
Other Race,681052,1232,10556,11460,1531,109,4438,1169,447179,14947,7887,30493,93652,3123,16992,14942
Hispanic or Latino,740538,467,6173,17546,3380,1810,1309,1155,391866,6332,2197,36126,151153,32720,7127,60029
"White, non-Hispanic",1891496,3192,33300,29181,5504,1652,11016,3391,1169494,46420,13425,112342,287464,6672,56616,27764
