Category,Arizona
Total_doses_administered,7981459
Total_people_complete,353360
total_pouluation,7189020
Total_people_one_dose,4194639
Male-65 years and older,524647
Male-55-64 years,308064
Male-45-54 years,277175
Male-20-44 years,677462
Male-Less than 20 years,186371
Female-65 years and older,644963
Female-55-64 years,352221
Female-45-54 years,300325
Female-20-44 years,709021
Female-Less than 20 years,194891
"Black or African American, non-Hispanic",119239
"Asian or Pacific Islander, non-Hispanic",153098
"American Indian or Alaska Native, non-Hispanic",157187
Unknown,452029
Other Race,681052
Hispanic or Latino,740538
"White, non-Hispanic",1891496
