Category,Coconino
Total_doses_administered,164776
Total_people_one_dose,85964
Total_people_complete,77461
total_pouluation,85964
Male-65 years and older,8846
Male-55-64 years,6021
Male-45-54 years,5473
Male-20-44 years,16016
Male-Less than 20 years,4136
Female-65 years and older,10062
Female-55-64 years,6810
Female-45-54 years,5616
Female-20-44 years,18283
Female-Less than 20 years,4446
"Black or African American, non-Hispanic",657
"Asian or Pacific Islander, non-Hispanic",1388
Hispanic or Latino,6173
Other Race,10556
Unknown,15149
"American Indian or Alaska Native, non-Hispanic",18741
"White, non-Hispanic",33300
