Category,Cochise
Total_doses_administered,128612
Total_people_one_dose,70425
Total_people_complete,62155
total_pouluation,70425
Male-65 years and older,10343
Male-55-64 years,5013
Male-45-54 years,3855
Male-20-44 years,10431
Male-Less than 20 years,3327
Female-65 years and older,12360
Female-55-64 years,6134
Female-45-54 years,4383
Female-20-44 years,10999
Female-Less than 20 years,3486
"American Indian or Alaska Native, non-Hispanic",304
"Asian or Pacific Islander, non-Hispanic",1326
"Black or African American, non-Hispanic",1345
Unknown,9263
Other Race,11460
Hispanic or Latino,17546
"White, non-Hispanic",29181
