Category,Santa Cruz
Total_doses_administered,84158
Total_people_one_dose,45605
Total_people_complete,41254
total_pouluation,45605
Male-65 years and older,4353
Male-55-64 years,3020
Male-45-54 years,3117
Male-20-44 years,8381
Male-Less than 20 years,3207
Female-65 years and older,5248
Female-55-64 years,3264
Female-45-54 years,3313
Female-20-44 years,8336
Female-Less than 20 years,3312
"Black or African American, non-Hispanic",46
"American Indian or Alaska Native, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",167
Unknown,2830
Other Race,3123
"White, non-Hispanic",6672
Hispanic or Latino,32720
