Category,Yavapai
Total_doses_administered,197767
Total_people_one_dose,108462
Total_people_complete,92244
total_pouluation,108462
Male-65 years and older,23858
Male-55-64 years,8668
Male-45-54 years,4737
Male-20-44 years,9375
Male-Less than 20 years,2202
Female-65 years and older,29756
Female-55-64 years,11062
Female-45-54 years,5623
Female-20-44 years,9519
Female-Less than 20 years,2514
"Black or African American, non-Hispanic",480
"American Indian or Alaska Native, non-Hispanic",1215
"Asian or Pacific Islander, non-Hispanic",1229
Hispanic or Latino,7127
Other Race,16992
Unknown,24803
"White, non-Hispanic",56616
