Category,Graham
Total_doses_administered,36986
Total_people_one_dose,19406
Total_people_complete,17249
total_pouluation,19406
Male-65 years and older,2316
Male-55-64 years,1525
Male-45-54 years,1374
Male-20-44 years,3314
Male-Less than 20 years,815
Female-65 years and older,2787
Female-55-64 years,1660
Female-45-54 years,1344
Female-20-44 years,3339
Female-Less than 20 years,920
"Black or African American, non-Hispanic",80
"Asian or Pacific Islander, non-Hispanic",89
Other Race,1531
Hispanic or Latino,3380
Unknown,4133
"American Indian or Alaska Native, non-Hispanic",4689
"White, non-Hispanic",5504
