Category,Coconino
Total_doses_administered,175111
Total_people_one_dose,87692
Total_people_complete,79712
total_pouluation,87692
Male-65 years and older,9063
Male-55-64 years,6112
Male-45-54 years,5579
Male-20-44 years,16381
Male-Less than 20 years,4228
Female-65 years and older,10259
Female-55-64 years,6915
Female-45-54 years,5698
Female-20-44 years,18653
Female-Less than 20 years,4546
"Black or African American, non-Hispanic",672
"Asian or Pacific Islander, non-Hispanic",1421
Hispanic or Latino,6348
Other Race,10328
Unknown,15187
"American Indian or Alaska Native, non-Hispanic",19189
"White, non-Hispanic",34547
