Category,Arizona
Total_doses_administered,8420264
Total_people_complete,383883
total_pouluation,7189020
Total_people_one_dose,4292269
Male-65 years and older,538357
Male-55-64 years,313675
Male-45-54 years,283151
Male-20-44 years,696657
Male-Less than 20 years,191101
Female-65 years and older,658957
Female-55-64 years,357885
Female-45-54 years,305997
Female-20-44 years,727152
Female-Less than 20 years,199706
"Black or African American, non-Hispanic",121993
"Asian or Pacific Islander, non-Hispanic",155155
"American Indian or Alaska Native, non-Hispanic",163186
Unknown,473935
Other Race,683242
Hispanic or Latino,763372
"White, non-Hispanic",1931386
