Category,Coconino
Total_doses_administered,157325
Total_people_one_dose,86326
Total_people_complete,77406
Total_doses_ordered,109804
total_pouluation,147275
Male-65 years and older,8110
Male-55-64 years,6200
Male-45-54 years,5625
Male-20-44 years,17228
Male-Less than 20 years,3436
Female-65 years and older,9193
Female-55-64 years,6911
Female-45-54 years,5749
Female-20-44 years,19690
Female-Less than 20 years,4092
"Black or African American, non-Hispanic",651
"Asian or Pacific Islander, non-Hispanic",1310
Hispanic or Latino,6363
Other Race,9914
Unknown,17180
"American Indian or Alaska Native, non-Hispanic",18074
"White, non-Hispanic",32834
