Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7679192,35082,157325,127323,23853,9605,56132,18482,3326451,166033,81450,337833,1005964,73886,199143,230577
Total_people_complete,3693008,13162,77406,62679,11811,4662,27119,9078,1640752,79174,38775,171620,498134,37020,95689,110194
Total_doses_ordered,5410140,18600,109804,94300,21720,12550,38260,19400,1701453,136460,44540,202212,634806,49512,174846,153008
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4173902,19576,86326,71042,13299,5484,30459,10198,1883615,94432,45776,192568,560918,40993,113610,129337
Male-65 years and older,538156,2014,8110,10988,1719,575,6025,3204,193605,22291,7230,30858,75286,3674,24616,16308
Male-55-64 years,308816,1367,6200,5319,1051,635,2697,713,134037,8820,3736,14398,38102,2690,8815,9170
Male-45-54 years,273883,1086,5625,3946,951,559,1696,353,135764,4640,2697,13678,33511,3157,5215,8198
Male-20-44 years,660533,2667,17228,10403,2298,1209,3411,616,322567,7917,5745,32877,84373,8088,10359,24656
Male-Less than 20 years,177393,2598,3436,2976,501,127,859,195,91118,1534,3235,6600,23294,2819,2248,6289
Female-65 years and older,661903,2141,9193,13008,2177,545,6380,3099,249024,24829,7931,35363,98851,4456,30684,18421
Female-55-64 years,354713,1486,6911,6411,1208,429,3013,873,154108,10241,4002,15287,46871,2721,11237,9612
Female-45-54 years,298522,1087,5749,4521,874,402,1783,374,149496,4949,2676,12235,39104,2984,6087,8426
Female-20-44 years,694874,2467,19690,10365,1931,887,3559,535,348592,7392,5101,24126,95938,7496,10533,21192
Female-Less than 20 years,185413,2653,4092,3013,578,113,974,210,93386,1654,3387,6547,24615,2838,2502,6646
"Black or African American, non-Hispanic",116574,300,651,1360,79,50,101,36,74005,680,237,5648,11288,36,636,789
"American Indian or Alaska Native, non-Hispanic",125721,11299,18074,342,1126,104,6255,251,41047,987,16143,9308,12072,18,1183,1694
"Asian or Pacific Islander, non-Hispanic",154248,174,1310,1341,68,51,261,78,85372,1366,429,3443,14101,101,1493,787
Unknown,446804,1070,17180,9578,4184,518,5566,2722,185023,16117,2465,38435,84765,2392,27836,34190
Other Race,696908,1331,9914,10757,1013,152,5026,1161,287475,16381,8599,20755,71504,2079,17469,11596
Hispanic or Latino,721900,1988,6363,17369,2204,2388,1417,1166,351738,6915,2392,31036,135750,31419,7379,56909
"White, non-Hispanic",1911747,3414,32834,30295,4625,2221,11833,4784,858955,51986,15511,83943,231438,4948,57614,23372
