Category,Maricopa
Total_doses_administered,3326451
Total_people_one_dose,1883615
Total_people_complete,1640752
Total_doses_ordered,1701453
total_pouluation,4367835
Male-65 years and older,193605
Male-55-64 years,134037
Male-45-54 years,135764
Male-20-44 years,322567
Male-Less than 20 years,91118
Female-65 years and older,249024
Female-55-64 years,154108
Female-45-54 years,149496
Female-20-44 years,348592
Female-Less than 20 years,93386
"American Indian or Alaska Native, non-Hispanic",41047
"Black or African American, non-Hispanic",74005
"Asian or Pacific Islander, non-Hispanic",85372
Unknown,185023
Other Race,287475
Hispanic or Latino,351738
"White, non-Hispanic",858955
