Category,Cochise
Total_doses_administered,127323
Total_people_one_dose,71042
Total_people_complete,62679
Total_doses_ordered,94300
total_pouluation,130808
Male-65 years and older,10988
Male-55-64 years,5319
Male-45-54 years,3946
Male-20-44 years,10403
Male-Less than 20 years,2976
Female-65 years and older,13008
Female-55-64 years,6411
Female-45-54 years,4521
Female-20-44 years,10365
Female-Less than 20 years,3013
"American Indian or Alaska Native, non-Hispanic",342
"Asian or Pacific Islander, non-Hispanic",1341
"Black or African American, non-Hispanic",1360
Unknown,9578
Other Race,10757
Hispanic or Latino,17369
"White, non-Hispanic",30295
