Category,Greenlee
Total_doses_administered,9605
Total_people_one_dose,5484
Total_people_complete,4662
Total_doses_ordered,12550
total_pouluation,10375
Male-65 years and older,575
Male-55-64 years,635
Male-45-54 years,559
Male-20-44 years,1209
Male-Less than 20 years,127
Female-65 years and older,545
Female-55-64 years,429
Female-45-54 years,402
Female-20-44 years,887
Female-Less than 20 years,113
"Black or African American, non-Hispanic",50
"Asian or Pacific Islander, non-Hispanic",51
"American Indian or Alaska Native, non-Hispanic",104
Other Race,152
Unknown,518
"White, non-Hispanic",2221
Hispanic or Latino,2388
