Category,Apache
Total_doses_administered,35082
Total_people_one_dose,19576
Total_people_complete,13162
Total_doses_ordered,18600
total_pouluation,71808
Male-65 years and older,2014
Male-55-64 years,1367
Male-45-54 years,1086
Male-20-44 years,2667
Male-Less than 20 years,2598
Female-65 years and older,2141
Female-55-64 years,1486
Female-45-54 years,1087
Female-20-44 years,2467
Female-Less than 20 years,2653
"Asian or Pacific Islander, non-Hispanic",174
"Black or African American, non-Hispanic",300
Unknown,1070
Other Race,1331
Hispanic or Latino,1988
"White, non-Hispanic",3414
"American Indian or Alaska Native, non-Hispanic",11299
