Category,Arizona
Total_doses_administered,9702893
Total_people_complete,3942256
total_pouluation,7189020
Total_people_one_dose,4662671
Male-65 years and older,568798
Male-55-64 years,330841
Male-45-54 years,298500
Male-20-44 years,741795
Male-Less than 20 years,265856
Female-65 years and older,691551
Female-55-64 years,376191
Female-45-54 years,321366
Female-20-44 years,775348
Female-Less than 20 years,272467
"Black or African American, non-Hispanic",140789
"Asian or Pacific Islander, non-Hispanic",178014
"American Indian or Alaska Native, non-Hispanic",200186
Unknown,426450
Other Race,667919
Hispanic or Latino,867772
"White, non-Hispanic",2181541
