Category,La Paz
Total_doses_administered,18087
Total_people_one_dose,8977
Total_people_complete,7539
total_pouluation,8977
Male-65 years and older,2428
Male-55-64 years,617
Male-45-54 years,326
Male-20-44 years,681
Male-Less than 20 years,369
Female-65 years and older,2448
Female-55-64 years,742
Female-45-54 years,374
Female-20-44 years,600
Female-Less than 20 years,373
"Black or African American, non-Hispanic",39
"Asian or Pacific Islander, non-Hispanic",89
"American Indian or Alaska Native, non-Hispanic",534
Other Race,1184
Hispanic or Latino,1344
Unknown,1846
"White, non-Hispanic",3941
