Category,Yavapai
Total_doses_administered,247438
Total_people_one_dose,117702
Total_people_complete,99082
total_pouluation,117702
Male-65 years and older,25974
Male-55-64 years,9220
Male-45-54 years,5080
Male-20-44 years,10269
Male-Less than 20 years,2952
Female-65 years and older,31624
Female-55-64 years,11652
Female-45-54 years,6031
Female-20-44 years,10534
Female-Less than 20 years,3215
"Black or African American, non-Hispanic",567
"American Indian or Alaska Native, non-Hispanic",1433
"Asian or Pacific Islander, non-Hispanic",1445
Hispanic or Latino,8146
Other Race,17283
Unknown,18881
"White, non-Hispanic",69947
