Category,Cochise
Total_doses_administered,164561
Total_people_one_dose,81503
Total_people_complete,67079
total_pouluation,81503
Male-65 years and older,11294
Male-55-64 years,5565
Male-45-54 years,4349
Male-20-44 years,11681
Male-Less than 20 years,5519
Female-65 years and older,13222
Female-55-64 years,6589
Female-45-54 years,4888
Female-20-44 years,12389
Female-Less than 20 years,5906
"American Indian or Alaska Native, non-Hispanic",361
"Asian or Pacific Islander, non-Hispanic",1482
"Black or African American, non-Hispanic",1588
Unknown,9651
Other Race,11936
Hispanic or Latino,23273
"White, non-Hispanic",33212
