Category,Greenlee
Total_doses_administered,8189
Total_people_one_dose,4624
Total_people_complete,4119
Total_doses_ordered,9800
total_pouluation,10375
Male-65 years and older,531
Male-55-64 years,581
Male-45-54 years,477
Male-20-44 years,967
Male-Less than 20 years,43
Female-65 years and older,513
Female-55-64 years,402
Female-45-54 years,360
Female-20-44 years,706
Female-Less than 20 years,42
"Black or African American, non-Hispanic",0.009083044982699
"Asian or Pacific Islander, non-Hispanic",0.0103806228373702
"American Indian or Alaska Native, non-Hispanic",0.0173010380622837
Other Race,0.0272491349480969
Unknown,0.0774221453287197
"White, non-Hispanic",0.4152249134948097
Hispanic or Latino,0.4433391003460208
