Category,Pinal
Total_doses_administered,281048
Total_people_one_dose,158310
Total_people_complete,140190
Total_doses_ordered,196125
total_pouluation,455210
Male-65 years and older,28869
Male-55-64 years,12681
Male-45-54 years,11122
Male-20-44 years,23206
Male-Less than 20 years,3406
Female-65 years and older,33150
Female-55-64 years,13743
Female-45-54 years,10067
Female-20-44 years,17816
Female-Less than 20 years,3663
"Asian or Pacific Islander, non-Hispanic",0.0182805887183374
"Black or African American, non-Hispanic",0.0260122544374961
"American Indian or Alaska Native, non-Hispanic",0.0473501358094877
Other Race,0.1092413618849094
Hispanic or Latino,0.1491251342303076
Unknown,0.2005369212304971
"White, non-Hispanic",0.4494536036889647
