Category,Mohave
Total_doses_administered,158262
Total_people_one_dose,90942
Total_people_complete,75077
Total_doses_ordered,133040
total_pouluation,216985
Male-65 years and older,21751
Male-55-64 years,8556
Male-45-54 years,4435
Male-20-44 years,7417
Male-Less than 20 years,1346
Female-65 years and older,24251
Female-55-64 years,9950
Female-45-54 years,4707
Female-20-44 years,6925
Female-Less than 20 years,1446
"Black or African American, non-Hispanic",631
"American Indian or Alaska Native, non-Hispanic",943
"Asian or Pacific Islander, non-Hispanic",1315
Hispanic or Latino,6533
Unknown,15248
Other Race,16082
"White, non-Hispanic",50190
