Category,Maricopa
Total_doses_administered,3119794
Total_people_one_dose,1781533
Total_people_complete,1534438
Total_doses_ordered,1638900
total_pouluation,4367835
Male-65 years and older,183576
Male-55-64 years,129292
Male-45-54 years,129182
Male-20-44 years,301590
Male-Less than 20 years,83800
Female-65 years and older,237606
Female-55-64 years,148836
Female-45-54 years,142951
Female-20-44 years,326842
Female-Less than 20 years,86037
"American Indian or Alaska Native, non-Hispanic",37652
"Black or African American, non-Hispanic",68990
"Asian or Pacific Islander, non-Hispanic",82523
Unknown,174853
Other Race,273637
Hispanic or Latino,327768
"White, non-Hispanic",816110
