Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7328696,33384,152502,122610,22200,8976,53848,17868,3119794,158262,77944,321436,962492,71339,192712,217652
Total_people_complete,3534417,12329,75265,60424,10908,4367,26129,8761,1534438,75077,37234,162360,478844,35624,92427,104229
Total_doses_ordered,5327230,16700,97448,90850,21150,10440,37770,19050,1638900,133040,41810,198808,620942,49312,169890,146128
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4021397,18747,83849,68940,12479,5191,29621,9850,1781533,90942,43955,184526,541139,40018,110510,123840
Male-65 years and older,522707,1959,7836,10803,1676,565,5931,3153,183576,21751,7000,30123,73494,3629,24157,16053
Male-55-64 years,301898,1304,6094,5223,1014,617,2663,696,129292,8556,3636,14013,37246,2655,8624,8986
Male-45-54 years,264389,1032,5497,3840,905,530,1646,337,129182,4435,2573,13101,32390,3101,5054,7963
Male-20-44 years,628633,2504,16658,9921,2121,1114,3267,555,301590,7417,5416,30978,79999,7917,9863,23152
Male-Less than 20 years,166216,2515,3237,2773,436,100,774,154,83800,1346,3100,6047,21696,2641,2102,5534
Female-65 years and older,644331,2066,8919,12785,2114,536,6287,3054,237606,24251,7683,34551,96789,4402,30149,18150
Female-55-64 years,347155,1435,6821,6305,1167,426,2960,860,148836,9950,3896,14897,45881,2683,11013,9425
Female-45-54 years,289236,1023,5628,4402,817,386,1732,359,142951,4707,2597,11749,38004,2955,5887,8205
Female-20-44 years,662957,2300,19128,9949,1726,823,3384,492,326842,6925,4794,22437,91732,7312,10016,20096
Female-Less than 20 years,174356,2599,3948,2847,492,91,915,168,86037,1446,3226,6037,22956,2654,2333,5882
"Black or African American, non-Hispanic",110252,287,616,1302,74,47,99,31,68990,631,227,5304,10620,35,601,715
"American Indian or Alaska Native, non-Hispanic",119097,10889,17522,327,1057,96,6001,215,37652,943,15597,8848,11378,18,1114,1623
"Asian or Pacific Islander, non-Hispanic",150577,168,1265,1318,64,51,261,76,82523,1315,420,3296,13646,98,1448,747
Unknown,432211,1004,17004,9257,3961,469,5463,2662,174853,15248,2231,37367,84211,2347,27522,33675
Other Race,677324,1270,9718,10490,949,143,4917,1122,273637,16082,8407,19804,68800,2046,16972,10960
Hispanic or Latino,683436,1866,5974,16782,2052,2259,1361,1056,327768,6533,2282,29394,129148,30616,7009,53873
"White, non-Hispanic",1848500,3263,31750,29464,4322,2126,11519,4688,816110,50190,14791,80513,223336,4858,55844,22247
