Category,Cochise
Total_doses_administered,122610
Total_people_one_dose,68940
Total_people_complete,60424
Total_doses_ordered,90850
total_pouluation,130808
Male-65 years and older,10803
Male-55-64 years,5223
Male-45-54 years,3840
Male-20-44 years,9921
Male-Less than 20 years,2773
Female-65 years and older,12785
Female-55-64 years,6305
Female-45-54 years,4402
Female-20-44 years,9949
Female-Less than 20 years,2847
"American Indian or Alaska Native, non-Hispanic",327
"Black or African American, non-Hispanic",1302
"Asian or Pacific Islander, non-Hispanic",1318
Unknown,9257
Other Race,10490
Hispanic or Latino,16782
"White, non-Hispanic",29464
