Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8036791,36894,165448,129027,37202,7728,45790,14884,4759010,151672,80370,432394,1284640,84458,198427,251970
Total_people_complete,356877,12904,77465,62191,17288,3533,21797,7072,2166142,70369,36007,204414,592531,41258,92261,117667
total_pouluation,7189020,20578,86147,70630,19476,4059,24519,8047,2449911,83068,43309,231107,662164,45715,108680,135926
Total_people_one_dose,4208960,20578,86147,70630,19476,4059,24519,8047,2449911,83068,43309,231107,662164,45715,108680,135926
Male-65 years and older,526078,2162,8864,10360,2319,495,5507,2224,272588,19130,6821,34708,86544,4358,23890,14676
Male-55-64 years,308916,1476,6022,5027,1529,372,2150,580,180241,7731,3335,17452,45686,3026,8682,9595
Male-45-54 years,278147,1128,5484,3872,1376,311,1205,301,173635,3985,2438,15769,39023,3121,4745,8570
Male-20-44 years,680466,2674,16062,10485,3336,753,2249,593,409818,6833,5231,34602,103343,8412,9425,25302
Male-Less than 20 years,187210,2685,4152,3330,822,143,556,241,110382,1428,3146,9473,29091,3217,2208,7883
Female-65 years and older,646703,2528,10081,12381,2792,495,5960,2279,341888,21639,7702,40325,112849,5256,29797,17199
Female-55-64 years,353029,1555,6820,6143,1661,315,2490,680,203685,9103,3799,19799,54972,3269,11077,10271
Female-45-54 years,301199,1119,5625,4400,1348,312,1346,351,189189,4511,2435,16136,44592,3323,5631,9463
Female-20-44 years,712020,2485,18326,11045,3353,714,2368,536,439488,6928,5044,32587,113868,8360,9557,24093
Female-Less than 20 years,195677,2758,4456,3493,928,147,630,246,114599,1608,3325,9513,30766,3319,2520,8423
"Black or African American, non-Hispanic",119530,47,657,1351,80,40,78,32,88591,515,182,7956,13414,46,482,681
"Asian or Pacific Islander, non-Hispanic",153254,109,1388,1326,90,40,200,85,117102,1184,355,4523,18785,167,1231,1041
"American Indian or Alaska Native, non-Hispanic",158145,14210,18797,304,4700,98,2368,358,44976,611,16733,8149,12902,47,1220,1034
Unknown,458087,1308,15202,9365,4147,303,5080,1845,186763,12965,2484,31069,83639,2845,24896,30188
Other Race,681237,1234,10561,11466,1531,109,4441,1171,447147,14949,7895,30540,93721,3120,17000,14951
Hispanic or Latino,744073,471,6188,17591,3400,1815,1311,1161,393902,6360,2206,36313,151737,32811,7158,60239
"White, non-Hispanic",1894634,3199,33354,29227,5528,1654,11041,3395,1171430,46484,13454,112557,287966,6679,56693,27792
