Category,Coconino
Total_doses_administered,165448
Total_people_one_dose,86147
Total_people_complete,77465
total_pouluation,86147
Male-65 years and older,8864
Male-55-64 years,6022
Male-45-54 years,5484
Male-20-44 years,16062
Male-Less than 20 years,4152
Female-65 years and older,10081
Female-55-64 years,6820
Female-45-54 years,5625
Female-20-44 years,18326
Female-Less than 20 years,4456
"Black or African American, non-Hispanic",657
"Asian or Pacific Islander, non-Hispanic",1388
Hispanic or Latino,6188
Other Race,10561
Unknown,15202
"American Indian or Alaska Native, non-Hispanic",18797
"White, non-Hispanic",33354
