Category,Apache
Total_doses_administered,36894
Total_people_one_dose,20578
Total_people_complete,12904
total_pouluation,20578
Male-65 years and older,2162
Male-55-64 years,1476
Male-45-54 years,1128
Male-20-44 years,2674
Male-Less than 20 years,2685
Female-65 years and older,2528
Female-55-64 years,1555
Female-45-54 years,1119
Female-20-44 years,2485
Female-Less than 20 years,2758
"Black or African American, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",109
Hispanic or Latino,471
Other Race,1234
Unknown,1308
"White, non-Hispanic",3199
"American Indian or Alaska Native, non-Hispanic",14210
