Category,Arizona
Total_doses_administered,8036791
Total_people_complete,356877
total_pouluation,7189020
Total_people_one_dose,4208960
Male-65 years and older,526078
Male-55-64 years,308916
Male-45-54 years,278147
Male-20-44 years,680466
Male-Less than 20 years,187210
Female-65 years and older,646703
Female-55-64 years,353029
Female-45-54 years,301199
Female-20-44 years,712020
Female-Less than 20 years,195677
"Black or African American, non-Hispanic",119530
"Asian or Pacific Islander, non-Hispanic",153254
"American Indian or Alaska Native, non-Hispanic",158145
Unknown,458087
Other Race,681237
Hispanic or Latino,744073
"White, non-Hispanic",1894634
