Category,Yavapai
Total_doses_administered,198427
Total_people_one_dose,108680
Total_people_complete,92261
total_pouluation,108680
Male-65 years and older,23890
Male-55-64 years,8682
Male-45-54 years,4745
Male-20-44 years,9425
Male-Less than 20 years,2208
Female-65 years and older,29797
Female-55-64 years,11077
Female-45-54 years,5631
Female-20-44 years,9557
Female-Less than 20 years,2520
"Black or African American, non-Hispanic",482
"American Indian or Alaska Native, non-Hispanic",1220
"Asian or Pacific Islander, non-Hispanic",1231
Hispanic or Latino,7158
Other Race,17000
Unknown,24896
"White, non-Hispanic",56693
