Category,Cochise
Total_doses_administered,129027
Total_people_one_dose,70630
Total_people_complete,62191
total_pouluation,70630
Male-65 years and older,10360
Male-55-64 years,5027
Male-45-54 years,3872
Male-20-44 years,10485
Male-Less than 20 years,3330
Female-65 years and older,12381
Female-55-64 years,6143
Female-45-54 years,4400
Female-20-44 years,11045
Female-Less than 20 years,3493
"American Indian or Alaska Native, non-Hispanic",304
"Asian or Pacific Islander, non-Hispanic",1326
"Black or African American, non-Hispanic",1351
Unknown,9365
Other Race,11466
Hispanic or Latino,17591
"White, non-Hispanic",29227
