Category,Navajo
Total_doses_administered,80370
Total_people_one_dose,43309
Total_people_complete,36007
total_pouluation,43309
Male-65 years and older,6821
Male-55-64 years,3335
Male-45-54 years,2438
Male-20-44 years,5231
Male-Less than 20 years,3146
Female-65 years and older,7702
Female-55-64 years,3799
Female-45-54 years,2435
Female-20-44 years,5044
Female-Less than 20 years,3325
"Black or African American, non-Hispanic",182
"Asian or Pacific Islander, non-Hispanic",355
Hispanic or Latino,2206
Unknown,2484
Other Race,7895
"White, non-Hispanic",13454
"American Indian or Alaska Native, non-Hispanic",16733
