Category,Pima
Total_doses_administered,504966
Total_people_one_dose,328275
Total_people_complete,202787
Total_doses_ordered,484700
total_pouluation,1044675
Male-65 years and older,60692
Male-55-64 years,23540
Male-45-54 years,16554
Male-20-44 years,36016
Male-Less than 20 years,2210
Female-65 years and older,80995
Female-55-64 years,32505
Female-45-54 years,22823
Female-20-44 years,50259
Female-Less than 20 years,2867
"Black or African American, non-Hispanic",0.0134070385429516
"American Indian or Alaska Native, non-Hispanic",0.0202019279089954
"Asian or Pacific Islander, non-Hispanic",0.0217948132242984
"Other Race, non-Hispanic",0.1174562565672256
Hispanic or Latino,0.1773584905660377
"Unknown, non-Hispanic",0.2358597164481399
"White, non-Hispanic",0.4139217567423516
