Category,La Paz
Total_doses_administered,13599
Total_people_one_dose,8150
Total_people_complete,5802
Total_doses_ordered,16800
total_pouluation,22085
Male-65 years and older,2856
Male-55-64 years,553
Male-45-54 years,229
Male-20-44 years,329
Male-Less than 20 years,35
Female-65 years and older,2774
Female-55-64 years,733
Female-45-54 years,262
Female-20-44 years,322
Female-Less than 20 years,43
"Black or African American, non-Hispanic",0.0020858895705521
"Asian or Pacific Islander, non-Hispanic",0.0040490797546012
"American Indian or Alaska Native, non-Hispanic",0.0082208588957055
Other Race,0.0100613496932515
Hispanic or Latino,0.0806134969325153
Unknown,0.4122699386503068
"White, non-Hispanic",0.4826993865030676
