Category,Santa Cruz
Total_doses_administered,37855
Total_people_one_dose,24093
Total_people_complete,15242
Total_doses_ordered,43200
total_pouluation,53161
Male-65 years and older,3257
Male-55-64 years,2056
Male-45-54 years,1972
Male-20-44 years,3893
Male-Less than 20 years,290
Female-65 years and older,3983
Female-55-64 years,2215
Female-45-54 years,2149
Female-20-44 years,3917
Female-Less than 20 years,289
"American Indian or Alaska Native, non-Hispanic",0.000373552484124
"Black or African American, non-Hispanic",0.0007055991366787
"Asian or Pacific Islander, non-Hispanic",0.0027808907151455
Other Race,0.0355704976549205
Unknown,0.0729672518988918
"White, non-Hispanic",0.1485908770182211
Hispanic or Latino,0.7390113310920184
