Category,Maricopa
Total_doses_administered,1603333
Total_people_one_dose,1000520
Total_people_complete,696926
Total_doses_ordered,1235235
total_pouluation,4367835
Male-65 years and older,146838
Male-55-64 years,84208
Male-45-54 years,66601
Male-20-44 years,133331
Male-Less than 20 years,9864
Female-65 years and older,193424
Female-55-64 years,105634
Female-45-54 years,81599
Female-20-44 years,165930
Female-Less than 20 years,11493
"American Indian or Alaska Native, non-Hispanic",0.0224443289489466
"Black or African American, non-Hispanic",0.0305081357693999
"Asian or Pacific Islander, non-Hispanic",0.0450965497941071
Hispanic or Latino,0.1197077519689761
Unknown,0.1265232079318754
Other Race,0.1605635069763723
"White, non-Hispanic",0.4951565186103226
