Category,value
Hospitalizations,61425
Yuma,2246
Yavapai,1579
Santa Cruz,564
Pinal,4120
Pima,7156
Navajo,1693
Mohave,1921
Maricopa,37992
La Paz,237
Greenlee,39
Graham,314
Gila,658
Coconino,1283
Cochise,715
Apache,908
Male,32316.41391106043
Female,29108.58608893957
Unknown,2
65 years and older,28054
55 - 64 years,11306
45 - 54 years,8382
20 - 44 years,11927
Less than 20 years,1754
Unknown,1940.9999999999998
"Other, Non-Hispanic",2720.000000000001
Asian/Pacific Islander,1087.0000000000002
"Black, Non-Hispanic",2678.999999999999
Native American,4765.000000000001
Hispanic or Latino,19709.0
"White, Non-Hispanic",28524.000000000004
