date,pcr_tests,pcr_pos_tests,pcr_positivity,ser_tests,ser_pos_tests,ser_positivity,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO,pcr_tests_LA_PAZ,pcr_pos_tests_LA_PAZ,pcr_positivity_LA_PAZ,ser_tests_LA_PAZ,ser_pos_tests_LA_PAZ,ser_positivity_LA_PAZ,pcr_tests_PIMA,pcr_pos_tests_PIMA,pcr_positivity_PIMA,ser_tests_PIMA,ser_pos_tests_PIMA,ser_positivity_PIMA,pcr_tests_YUMA,pcr_pos_tests_YUMA,pcr_positivity_YUMA,ser_tests_YUMA,ser_pos_tests_YUMA,ser_positivity_YUMA,pcr_tests_NAVAJO,pcr_pos_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_pos_tests_NAVAJO,ser_positivity_NAVAJO,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI,pcr_tests_COCHISE,pcr_pos_tests_COCHISE,pcr_positivity_COCHISE,ser_tests_COCHISE,ser_pos_tests_COCHISE,ser_positivity_COCHISE
2020-10-14,10859,597,0.054977438,1109,114,0.102795311,300,20,0.066666667,10,0,0,16,1,0.0625,,,,1606,63,0.039227895,105,10,0.095238095,270,25,0.092592593,26,9,0.346153846,150,12,0.08,6,1,0.166666667,237,4,0.016877637,81,2,0.024691358,130,6,0.046153846,18,2,0.111111111
2020-10-13,10486,617,0.058840359,1355,149,0.1099631,379,32,0.084432718,10,1,0.1,7,0,0,1,0,0,1393,45,0.032304379,112,5,0.044642857,281,21,0.074733096,33,7,0.212121212,107,7,0.065420561,5,0,0,227,8,0.035242291,20,1,0.05,127,17,0.133858268,18,2,0.111111111
2020-10-12,10482,582,0.055523755,1292,118,0.091331269,56,8,0.142857143,,,,5,0,0,,,,2031,63,0.031019202,144,12,0.083333333,255,33,0.129411765,12,2,0.166666667,39,3,0.076923077,3,1,0.333333333,241,8,0.033195021,23,5,0.217391304,33,3,0.090909091,4,0,0
2020-10-11,4695,316,0.067305644,613,38,0.061990212,194,17,0.087628866,1,0,0,6,0,0,2,0,0,809,50,0.061804697,50,4,0.08,76,11,0.144736842,1,0,0,43,1,0.023255814,,,,83,3,0.036144578,1,0,0,23,3,0.130434783,4,0,0
2020-10-10,5785,344,0.059464131,754,58,0.076923077,522,28,0.053639847,34,1,0.029411765,9,1,0.111111111,,,,889,34,0.038245219,69,0,0,59,10,0.169491525,5,1,0.2,99,9,0.090909091,7,0,0,98,2,0.020408163,1,0,0,155,7,0.04516129,11,1,0.090909091
2020-10-09,10134,532,0.052496546,1490,139,0.093288591,306,30,0.098039216,10,1,0.1,12,3,0.25,,,,1680,49,0.029166667,181,16,0.08839779,286,33,0.115384615,9,3,0.333333333,142,6,0.042253521,10,0,0,223,11,0.049327354,49,1,0.020408163,135,6,0.044444444,5,0,0
2020-10-08,10242,484,0.047256395,1026,122,0.118908382,383,16,0.041775457,8,1,0.125,5,0,0,1,0,0,1444,42,0.029085873,117,14,0.11965812,257,18,0.070038911,10,4,0.4,131,7,0.053435115,5,1,0.2,226,6,0.026548673,25,5,0.2,99,4,0.04040404,9,1,0.111111111
2020-10-07,10798,489,0.045286164,1185,121,0.102109705,436,18,0.041284404,10,2,0.2,10,1,0.1,1,0,0,1791,49,0.027359017,89,8,0.08988764,220,36,0.163636364,11,1,0.090909091,132,8,0.060606061,80,4,0.05,256,10,0.0390625,13,0,0,137,6,0.04379562,6,1,0.166666667
2020-10-06,11911,524,0.043992948,1547,127,0.082094376,476,22,0.046218487,14,2,0.142857143,1,0,0,1,0,0,1725,50,0.028985507,178,10,0.056179775,257,19,0.073929961,9,3,0.333333333,149,5,0.033557047,2,0,0,295,11,0.037288136,18,0,0,101,7,0.069306931,12,1,0.083333333
2020-10-05,11389,504,0.044253227,1254,137,0.109250399,28,0,0,1,0,0,8,2,0.25,2,0,0,1817,72,0.039625757,172,12,0.069767442,263,21,0.079847909,8,1,0.125,38,3,0.078947368,1,0,0,335,7,0.020895522,23,1,0.043478261,18,2,0.111111111,,,
2020-10-04,4224,240,0.056818182,443,38,0.085778781,190,10,0.052631579,1,0,0,32,0,0,1,0,0,618,27,0.04368932,33,0,0,50,4,0.08,1,0,0,58,2,0.034482759,1,0,0,97,6,0.06185567,3,0,0,34,0,0,1,0,0
2020-10-03,6045,277,0.045822994,714,52,0.072829132,319,11,0.034482759,5,0,0,5,0,0,,,,609,27,0.044334975,64,1,0.015625,49,8,0.163265306,3,0,0,128,5,0.0390625,3,0,0,91,3,0.032967033,49,0,0,93,1,0.010752688,12,2,0.166666667
2020-10-02,9844,427,0.043376676,1321,136,0.102952309,283,17,0.060070671,5,0,0,16,0,0,,,,1723,54,0.031340685,155,7,0.04516129,200,18,0.09,23,5,0.217391304,138,4,0.028985507,6,2,0.333333333,313,9,0.028753994,38,2,0.052631579,105,3,0.028571429,11,2,0.181818182
2020-10-01,9319,414,0.044425368,1160,131,0.112931034,350,30,0.085714286,7,0,0,6,1,0.166666667,,,,1828,74,0.0404814,136,8,0.058823529,216,15,0.069444444,17,6,0.352941176,188,4,0.021276596,5,1,0.2,288,7,0.024305556,28,1,0.035714286,131,1,0.007633588,5,0,0
2020-09-30,9077,418,0.046050457,1136,117,0.102992958,359,17,0.04735376,28,4,0.142857143,3,1,0.333333333,,,,1421,46,0.032371569,86,6,0.069767442,185,15,0.081081081,8,3,0.375,129,5,0.03875969,12,3,0.25,255,15,0.058823529,55,2,0.036363636,111,3,0.027027027,12,1,0.083333333
2020-09-29,8946,362,0.040465012,1426,163,0.11430575,496,24,0.048387097,10,1,0.1,1,0,0,,,,1427,37,0.025928521,159,18,0.113207547,268,20,0.074626866,13,3,0.230769231,102,3,0.029411765,5,2,0.4,230,13,0.056521739,45,1,0.022222222,106,2,0.018867925,21,1,0.047619048
2020-09-28,9028,408,0.045192734,1403,150,0.106913756,51,1,0.019607843,3,1,0.333333333,7,0,0,,,,1533,65,0.042400522,185,17,0.091891892,246,35,0.142276423,18,5,0.277777778,36,1,0.027777778,,,,215,10,0.046511628,51,2,0.039215686,33,0,0,3,0,0
2020-09-27,3704,168,0.045356371,492,42,0.085365854,206,17,0.082524272,9,1,0.111111111,17,0,0,,,,518,13,0.025096525,64,5,0.078125,35,5,0.142857143,1,1,1,31,2,0.064516129,1,0,0,108,3,0.027777778,2,1,0.5,44,0,0,5,0,0
2020-09-26,5180,277,0.053474903,716,49,0.068435754,333,32,0.096096096,18,1,0.055555556,3,0,0,1,0,0,507,19,0.037475345,59,3,0.050847458,38,1,0.026315789,1,0,0,121,4,0.033057851,25,1,0.04,97,6,0.06185567,23,0,0,121,1,0.008264463,14,2,0.142857143
2020-09-25,8743,370,0.04231957,1478,131,0.088633288,376,42,0.111702128,12,2,0.166666667,2,0,0,1,0,0,1690,44,0.026035503,208,8,0.038461538,170,18,0.105882353,48,7,0.145833333,182,5,0.027472527,18,0,0,243,2,0.008230453,47,7,0.14893617,85,1,0.011764706,10,0,0
2020-09-24,8737,342,0.039143871,1299,106,0.081601232,442,40,0.090497738,12,0,0,8,0,0,1,0,0,1480,43,0.029054054,142,6,0.042253521,260,11,0.042307692,15,5,0.333333333,170,3,0.017647059,5,2,0.4,267,2,0.007490637,75,1,0.013333333,83,2,0.024096386,8,1,0.125
2020-09-23,9558,417,0.043628374,1182,106,0.089678511,402,38,0.094527363,39,5,0.128205128,4,0,0,,,,1621,62,0.038247995,135,8,0.059259259,180,11,0.061111111,7,2,0.285714286,92,4,0.043478261,4,1,0.25,183,7,0.038251366,40,1,0.025,63,2,0.031746032,20,2,0.1
2020-09-22,9600,437,0.045520833,1503,133,0.088489687,415,30,0.072289157,9,1,0.111111111,1,0,0,,,,1795,69,0.038440111,171,11,0.064327485,217,15,0.069124424,22,4,0.181818182,103,3,0.029126214,5,2,0.4,253,6,0.023715415,55,1,0.018181818,82,4,0.048780488,5,0,0
2020-09-21,9253,461,0.049821679,1306,141,0.107963247,31,3,0.096774194,1,0,0,5,0,0,3,0,0,2001,130,0.064967516,231,12,0.051948052,234,14,0.05982906,10,1,0.1,31,1,0.032258065,,,,201,5,0.024875622,27,4,0.148148148,48,0,0,4,0,0
2020-09-20,3577,190,0.053117137,397,30,0.075566751,238,14,0.058823529,,,,10,1,0.1,,,,499,28,0.056112224,49,4,0.081632653,50,5,0.1,1,0,0,33,3,0.090909091,1,0,0,71,2,0.028169014,,,,32,2,0.0625,7,0,0
2020-09-19,4794,232,0.048393826,531,58,0.109227872,381,22,0.057742782,7,0,0,12,1,0.083333333,,,,446,12,0.02690583,46,5,0.108695652,12,1,0.083333333,1,0,0,93,4,0.043010753,13,4,0.307692308,83,4,0.048192771,2,0,0,99,2,0.02020202,12,1,0.083333333
2020-09-18,8457,399,0.047179851,1283,124,0.09664848,341,39,0.114369501,6,1,0.166666667,6,0,0,,,,1761,104,0.059057354,199,12,0.060301508,253,17,0.067193676,7,0,0,97,5,0.051546392,6,2,0.333333333,240,6,0.025,41,1,0.024390244,87,0,0,4,0,0
2020-09-17,7491,388,0.051795488,840,108,0.128571429,334,37,0.110778443,8,0,0,17,0,0,3,0,0,1188,71,0.05976431,137,13,0.094890511,277,20,0.072202166,13,4,0.307692308,159,4,0.025157233,6,2,0.333333333,282,6,0.021276596,26,3,0.115384615,111,1,0.009009009,4,0,0
2020-09-16,7855,440,0.056015277,878,125,0.142369021,371,50,0.134770889,15,2,0.133333333,4,0,0,,,,1393,114,0.08183776,113,11,0.097345133,187,19,0.101604278,14,3,0.214285714,112,4,0.035714286,13,3,0.230769231,204,5,0.024509804,7,0,0,92,1,0.010869565,16,0,0
2020-09-15,7824,411,0.052530675,1116,112,0.100358423,273,33,0.120879121,10,0,0,2,0,0,1,0,0,1456,106,0.072802198,144,9,0.0625,409,18,0.04400978,16,4,0.25,125,3,0.024,5,2,0.4,306,2,0.006535948,18,1,0.055555556,50,2,0.04,15,2,0.133333333
2020-09-14,7640,367,0.048036649,1174,109,0.092844974,45,6,0.133333333,,,,3,0,0,1,0,0,1525,73,0.047868852,174,6,0.034482759,193,18,0.093264249,5,1,0.2,32,0,0,2,0,0,604,4,0.006622517,24,2,0.083333333,67,0,0,2,0,0
2020-09-13,2681,114,0.042521447,413,30,0.072639225,78,9,0.115384615,2,0,0,8,0,0,2,0,0,464,21,0.045258621,41,1,0.024390244,31,5,0.161290323,,,,35,1,0.028571429,1,0,0,129,3,0.023255814,2,0,0,25,0,0,8,0,0
2020-09-12,3705,231,0.062348178,547,38,0.069469835,190,15,0.078947368,11,0,0,10,0,0,1,0,0,630,67,0.106349206,64,3,0.046875,35,4,0.114285714,,,,62,3,0.048387097,6,1,0.166666667,158,4,0.025316456,3,0,0,116,3,0.025862069,21,2,0.095238095
2020-09-11,6454,289,0.044778432,1348,121,0.089762611,181,19,0.104972376,3,0,0,8,0,0,1,0,0,1103,60,0.054397099,201,8,0.039800995,320,18,0.05625,18,3,0.166666667,111,2,0.018018018,2,0,0,229,2,0.008733624,38,1,0.026315789,167,0,0,12,0,0
2020-09-10,6589,285,0.043253908,881,100,0.113507378,220,16,0.072727273,8,0,0,1,0,0,,,,1334,74,0.055472264,159,12,0.075471698,283,11,0.038869258,14,5,0.357142857,148,1,0.006756757,6,1,0.166666667,249,4,0.016064257,28,3,0.107142857,71,2,0.028169014,12,1,0.083333333
2020-09-09,6959,343,0.049288691,871,108,0.123995408,237,25,0.105485232,12,0,0,1,0,0,,,,1383,92,0.066522054,140,17,0.121428571,184,9,0.048913043,14,5,0.357142857,83,8,0.096385542,11,1,0.090909091,214,5,0.023364486,19,0,0,72,0,0,14,0,0
2020-09-08,7565,396,0.052346332,1122,140,0.124777184,26,1,0.038461538,,,,3,0,0,,,,1596,143,0.089598997,191,12,0.062827225,284,19,0.066901408,18,6,0.333333333,33,4,0.121212121,2,0,0,253,3,0.011857708,20,3,0.15,20,1,0.05,2,0,0
2020-09-07,2015,76,0.037717122,415,20,0.048192771,31,1,0.032258065,1,1,1,6,0,0,2,0,0,319,13,0.040752351,64,1,0.015625,36,3,0.083333333,2,0,0,19,2,0.105263158,3,0,0,58,5,0.086206897,2,1,0.5,20,0,0,2,0,0
2020-09-06,2162,102,0.047178538,462,28,0.060606061,32,2,0.0625,,,,6,0,0,1,0,0,391,16,0.040920716,48,5,0.104166667,31,3,0.096774194,1,0,0,30,1,0.033333333,1,0,0,51,2,0.039215686,3,0,0,42,2,0.047619048,3,0,0
2020-09-05,2692,123,0.045690936,505,41,0.081188119,228,12,0.052631579,10,0,0,68,0,0,,,,368,21,0.057065217,72,2,0.027777778,53,0,0,14,1,0.071428571,81,5,0.061728395,8,1,0.125,66,3,0.045454545,3,1,0.333333333,78,2,0.025641026,30,7,0.233333333
2020-09-04,6407,246,0.038395505,1076,126,0.117100372,167,3,0.017964072,7,0,0,91,0,0,1,0,0,1431,61,0.042627533,219,11,0.050228311,162,6,0.037037037,22,8,0.363636364,95,3,0.031578947,,,,228,2,0.00877193,25,1,0.04,112,1,0.008928571,12,4,0.333333333
2020-09-03,6449,297,0.046053652,863,121,0.140208575,240,14,0.058333333,5,1,0.2,22,0,0,,,,1434,86,0.059972106,131,10,0.076335878,203,16,0.078817734,17,5,0.294117647,147,2,0.013605442,27,2,0.074074074,260,9,0.034615385,26,3,0.115384615,154,2,0.012987013,10,0,0
2020-09-02,6831,351,0.051383399,872,124,0.142201835,222,10,0.045045045,8,1,0.125,1,0,0,,,,1531,114,0.074461137,89,8,0.08988764,142,14,0.098591549,15,4,0.266666667,93,3,0.032258065,6,0,0,202,1,0.004950495,23,0,0,84,1,0.011904762,6,1,0.166666667
2020-09-01,8958,354,0.039517749,1125,161,0.143111111,239,10,0.041841004,7,0,0,4,0,0,1,0,0,1352,81,0.059911243,136,11,0.080882353,253,11,0.043478261,15,5,0.333333333,137,4,0.02919708,7,0,0,196,5,0.025510204,14,0,0,58,4,0.068965517,20,0,0
2020-08-31,8559,445,0.051992055,1234,137,0.11102107,141,1,0.007092199,1,1,1,5,0,0,1,0,0,1358,76,0.055964654,153,12,0.078431373,172,21,0.122093023,13,3,0.230769231,26,2,0.076923077,1,0,0,179,7,0.039106145,21,1,0.047619048,13,0,0,2,0,0
2020-08-30,2374,104,0.043807919,373,27,0.072386059,48,1,0.020833333,,,,7,0,0,,,,449,16,0.035634744,54,2,0.037037037,62,5,0.080645161,1,0,0,30,2,0.066666667,4,1,0.25,57,3,0.052631579,4,0,0,25,0,0,2,0,0
2020-08-29,3054,176,0.057629339,507,48,0.094674556,321,12,0.037383178,17,3,0.176470588,3,0,0,,,,490,29,0.059183673,64,3,0.046875,43,2,0.046511628,3,0,0,82,1,0.012195122,8,0,0,242,8,0.033057851,6,1,0.166666667,101,3,0.02970297,19,0,0
2020-08-28,6286,323,0.051384028,1386,154,0.111111111,298,4,0.013422819,18,2,0.111111111,4,0,0,2,1,0.5,1346,63,0.046805349,175,12,0.068571429,181,22,0.121546961,16,3,0.1875,69,2,0.028985507,34,3,0.088235294,196,6,0.030612245,23,3,0.130434783,100,1,0.01,15,1,0.066666667
2020-08-27,7252,335,0.046194153,1116,163,0.146057348,356,12,0.033707865,16,1,0.0625,2,0,0,,,,1246,47,0.037720706,120,13,0.108333333,206,18,0.087378641,22,11,0.5,108,4,0.037037037,36,5,0.138888889,196,5,0.025510204,25,2,0.08,85,2,0.023529412,14,2,0.142857143
2020-08-26,8474,456,0.053811659,1067,153,0.14339269,243,5,0.020576132,21,2,0.095238095,2,0,0,,,,1754,68,0.038768529,114,10,0.087719298,274,37,0.135036496,19,5,0.263157895,113,7,0.061946903,114,11,0.096491228,176,4,0.022727273,11,1,0.090909091,65,4,0.061538462,17,0,0
2020-08-25,7904,327,0.041371457,1546,187,0.120957309,324,11,0.033950617,18,1,0.055555556,4,0,0,,,,1373,63,0.045884924,147,13,0.088435374,181,22,0.121546961,57,5,0.087719298,140,9,0.064285714,7,2,0.285714286,184,5,0.027173913,21,3,0.142857143,64,0,0,13,0,0
2020-08-24,9033,549,0.06077715,1325,170,0.128301887,135,5,0.037037037,,,,6,0,0,1,0,0,1634,64,0.039167687,148,16,0.108108108,300,30,0.1,15,7,0.466666667,29,4,0.137931034,1,0,0,192,8,0.041666667,36,2,0.055555556,16,1,0.0625,3,1,0.333333333
2020-08-23,3538,164,0.046353872,385,33,0.085714286,169,3,0.017751479,2,0,0,8,0,0,2,0,0,524,24,0.045801527,52,5,0.096153846,57,7,0.122807018,5,0,0,26,0,0,1,0,0,58,1,0.017241379,,,,34,0,0,14,0,0
2020-08-22,4349,231,0.053115659,543,54,0.099447514,228,13,0.057017544,17,3,0.176470588,9,0,0,1,0,0,992,28,0.028225806,66,8,0.121212121,36,1,0.027777778,2,1,0.5,112,15,0.133928571,4,0,0,199,5,0.025125628,4,0,0,90,3,0.033333333,14,1,0.071428571
2020-08-21,8214,353,0.042975408,1503,223,0.148369927,211,6,0.028436019,9,0,0,3,0,0,1,0,0,2269,55,0.024239753,193,8,0.041450777,226,15,0.066371681,45,26,0.577777778,86,1,0.011627907,6,1,0.166666667,242,8,0.033057851,75,8,0.106666667,75,1,0.013333333,126,14,0.111111111
2020-08-20,7403,316,0.042685398,1378,193,0.140058055,298,14,0.046979866,23,1,0.043478261,4,0,0,2,1,0.5,2169,43,0.019824804,174,17,0.097701149,315,19,0.06031746,30,10,0.333333333,76,2,0.026315789,9,3,0.333333333,166,1,0.006024096,26,6,0.230769231,90,4,0.044444444,21,0,0
2020-08-19,8158,389,0.047683256,1195,149,0.124686192,236,5,0.021186441,19,0,0,1,0,0,,,,2168,80,0.036900369,136,8,0.058823529,321,19,0.059190031,27,7,0.259259259,91,4,0.043956044,17,2,0.117647059,179,10,0.055865922,40,3,0.075,48,2,0.041666667,320,31,0.096875
2020-08-18,8491,393,0.046284301,1773,216,0.121827411,356,12,0.033707865,22,1,0.045454545,2,0,0,,,,1704,75,0.044014085,202,21,0.103960396,1834,31,0.016902944,29,11,0.379310345,82,6,0.073170732,6,1,0.166666667,198,7,0.035353535,35,8,0.228571429,77,2,0.025974026,26,3,0.115384615
2020-08-17,9560,465,0.048640167,1640,232,0.141463415,217,1,0.004608295,1,0,0,2,0,0,,,,1943,72,0.037056099,222,28,0.126126126,1583,46,0.029058749,24,6,0.25,17,1,0.058823529,1,0,0,253,12,0.04743083,34,5,0.147058824,17,0,0,2,0,0
2020-08-16,4217,180,0.042684373,458,45,0.098253275,233,1,0.004291845,,,,20,0,0,1,0,0,1183,24,0.020287405,66,1,0.015151515,39,5,0.128205128,4,1,0.25,44,6,0.136363636,1,0,0,68,2,0.029411765,3,0,0,67,1,0.014925373,9,2,0.222222222
2020-08-15,5579,356,0.063810719,555,68,0.122522523,247,4,0.016194332,15,2,0.133333333,4,0,0,,,,1164,49,0.04209622,84,5,0.05952381,245,6,0.024489796,,,,100,12,0.12,5,0,0,192,6,0.03125,2,0,0,180,1,0.005555556,15,1,0.066666667
2020-08-14,9167,439,0.047889168,1680,223,0.132738095,256,7,0.02734375,23,2,0.086956522,7,0,0,3,0,0,2282,66,0.028921998,254,17,0.066929134,467,24,0.051391863,75,23,0.306666667,84,2,0.023809524,5,1,0.2,230,10,0.043478261,85,7,0.082352941,88,3,0.034090909,12,2,0.166666667
2020-08-13,7176,460,0.064102564,1524,241,0.158136483,258,6,0.023255814,23,1,0.043478261,7,0,0,,,,1540,84,0.054545455,183,20,0.109289617,455,23,0.050549451,87,16,0.183908046,115,9,0.07826087,5,0,0,174,13,0.074712644,38,6,0.157894737,93,5,0.053763441,9,0,0
2020-08-12,9122,488,0.05349704,1515,205,0.135313531,310,8,0.025806452,17,0,0,3,0,0,,,,1387,90,0.064888248,148,8,0.054054054,478,30,0.062761506,120,23,0.191666667,84,4,0.047619048,4,1,0.25,185,9,0.048648649,25,1,0.04,79,1,0.012658228,17,2,0.117647059
2020-08-11,9306,568,0.061035891,1952,296,0.151639344,465,14,0.030107527,16,1,0.0625,1,0,0,,,,1703,98,0.057545508,204,17,0.083333333,513,59,0.115009747,283,56,0.197879859,148,7,0.047297297,10,1,0.1,182,15,0.082417582,49,6,0.12244898,88,2,0.022727273,16,0,0
2020-08-10,9538,616,0.06458377,1636,205,0.125305623,62,1,0.016129032,1,0,0,6,0,0,6,4,0.666666667,1883,118,0.062665959,248,18,0.072580645,365,46,0.126027397,34,10,0.294117647,27,3,0.111111111,1,0,0,189,20,0.105820106,23,3,0.130434783,19,0,0,3,1,0.333333333
2020-08-09,4571,270,0.059068038,404,34,0.084158416,100,7,0.07,3,0,0,12,2,0.166666667,4,1,0.25,846,46,0.054373522,62,7,0.112903226,38,6,0.157894737,5,2,0.4,43,5,0.11627907,3,2,0.666666667,70,5,0.071428571,2,0,0,112,5,0.044642857,11,0,0
2020-08-08,5336,393,0.073650675,533,56,0.105065666,122,8,0.06557377,23,1,0.043478261,12,0,0,,,,798,65,0.081453634,78,3,0.038461538,39,6,0.153846154,4,2,0.5,127,12,0.094488189,4,1,0.25,274,9,0.032846715,,,,117,7,0.05982906,27,3,0.111111111
2020-08-07,7475,558,0.074648829,1795,232,0.129247911,88,11,0.125,24,0,0,9,0,0,1,0,0,1382,59,0.042691751,283,21,0.074204947,277,57,0.205776173,20,7,0.35,84,2,0.023809524,6,3,0.5,240,11,0.045833333,28,4,0.142857143,106,10,0.094339623,17,0,0
2020-08-06,7262,605,0.083310383,1727,242,0.140127389,151,7,0.046357616,15,0,0,11,0,0,1,0,0,1315,101,0.076806084,457,30,0.065645514,257,27,0.105058366,25,10,0.4,86,5,0.058139535,6,2,0.333333333,225,20,0.088888889,35,6,0.171428571,106,2,0.018867925,13,0,0
2020-08-05,7435,648,0.087155346,1479,258,0.174442191,91,5,0.054945055,24,1,0.041666667,2,0,0,2,0,0,1389,99,0.071274298,297,20,0.067340067,265,37,0.139622642,28,9,0.321428571,83,7,0.084337349,10,1,0.1,223,14,0.062780269,28,4,0.142857143,102,11,0.107843137,14,2,0.142857143
2020-08-04,7372,661,0.089663592,1835,244,0.132970027,142,14,0.098591549,26,2,0.076923077,4,0,0,1,0,0,1344,85,0.063244048,310,17,0.05483871,318,52,0.163522013,30,9,0.3,133,17,0.127819549,9,1,0.111111111,204,11,0.053921569,25,2,0.08,110,5,0.045454545,17,3,0.176470588
2020-08-03,8320,837,0.100600962,1851,246,0.132901135,26,1,0.038461538,,,,7,2,0.285714286,3,2,0.666666667,1464,132,0.090163934,283,16,0.056537102,385,70,0.181818182,23,8,0.347826087,20,6,0.3,1,0,0,217,17,0.078341014,63,2,0.031746032,24,0,0,3,0,0
2020-08-02,3829,370,0.096630974,402,40,0.099502488,23,0,0,,,,10,1,0.1,2,1,0.5,487,35,0.071868583,49,3,0.06122449,46,4,0.086956522,3,0,0,32,6,0.1875,1,0,0,81,7,0.086419753,3,2,0.666666667,30,1,0.033333333,5,1,0.2
2020-08-01,5892,526,0.089273591,537,63,0.117318436,108,9,0.083333333,28,3,0.107142857,9,2,0.222222222,3,1,0.333333333,942,87,0.092356688,88,2,0.022727273,36,9,0.25,2,0,0,117,13,0.111111111,10,2,0.2,241,9,0.037344398,2,1,0.5,125,9,0.072,16,1,0.0625
2020-07-31,8418,708,0.084105488,1926,262,0.136033229,173,10,0.057803468,24,0,0,6,1,0.166666667,4,1,0.25,1452,101,0.069559229,382,35,0.091623037,287,33,0.114982578,33,7,0.212121212,264,8,0.03030303,8,0,0,259,21,0.081081081,40,4,0.1,112,6,0.053571429,16,5,0.3125
2020-07-30,7122,808,0.113451278,1800,273,0.151666667,141,8,0.056737589,28,2,0.071428571,16,0,0,6,0,0,1290,153,0.118604651,361,17,0.047091413,332,63,0.189759036,26,9,0.346153846,103,9,0.087378641,6,0,0,256,20,0.078125,62,2,0.032258065,119,7,0.058823529,23,4,0.173913043
2020-07-29,7483,789,0.105438995,1868,247,0.132226981,99,4,0.04040404,21,1,0.047619048,2,0,0,,,,1369,126,0.092037984,337,18,0.053412463,288,52,0.180555556,32,16,0.5,104,4,0.038461538,8,1,0.125,263,28,0.106463878,80,4,0.05,103,5,0.048543689,26,2,0.076923077
2020-07-28,7900,933,0.118101266,2356,298,0.126485569,166,13,0.078313253,17,2,0.117647059,5,0,0,1,0,0,1301,130,0.099923136,457,33,0.072210066,423,92,0.21749409,53,10,0.188679245,185,24,0.12972973,20,1,0.05,218,10,0.04587156,40,2,0.05,91,11,0.120879121,20,1,0.05
2020-07-27,9064,1101,0.12146955,2134,247,0.11574508,32,0,0,2,0,0,33,0,0,4,0,0,1445,145,0.100346021,488,20,0.040983607,353,63,0.178470255,39,17,0.435897436,16,2,0.125,,,,239,16,0.066945607,39,1,0.025641026,18,2,0.111111111,1,0,0
2020-07-26,4359,547,0.125487497,344,33,0.095930233,37,8,0.216216216,3,0,0,8,1,0.125,2,0,0,542,50,0.092250923,43,1,0.023255814,62,18,0.290322581,,,,73,12,0.164383562,3,0,0,71,4,0.056338028,4,0,0,157,8,0.050955414,12,1,0.083333333
2020-07-25,6667,833,0.124943753,512,61,0.119140625,113,9,0.079646018,13,1,0.076923077,13,0,0,1,1,1,966,122,0.126293996,77,2,0.025974026,142,39,0.274647887,2,2,1,163,16,0.098159509,11,2,0.181818182,109,10,0.091743119,3,0,0,108,13,0.12037037,18,2,0.111111111
2020-07-24,9674,1125,0.11629109,2261,318,0.140645732,98,8,0.081632653,19,2,0.105263158,13,2,0.153846154,4,0,0,1409,131,0.09297374,491,21,0.042769857,335,57,0.170149254,54,21,0.388888889,125,9,0.072,6,1,0.166666667,258,22,0.085271318,36,4,0.111111111,142,12,0.084507042,14,0,0
2020-07-23,9271,1162,0.125337073,1925,248,0.128831169,138,11,0.079710145,16,0,0,32,3,0.09375,1,1,1,1351,154,0.113989637,401,24,0.059850374,401,76,0.189526185,27,10,0.37037037,121,14,0.115702479,13,3,0.230769231,274,14,0.051094891,32,3,0.09375,169,18,0.106508876,12,1,0.083333333
2020-07-22,10579,1299,0.122790434,1776,231,0.130067568,177,19,0.107344633,13,5,0.384615385,2,0,0,,,,1702,141,0.082843713,402,29,0.072139303,415,85,0.204819277,42,13,0.30952381,185,18,0.097297297,11,0,0,260,16,0.061538462,28,2,0.071428571,135,19,0.140740741,27,5,0.185185185
2020-07-21,11047,1423,0.128813252,2481,294,0.118500605,164,12,0.073170732,22,1,0.045454545,11,0,0,,,,1685,194,0.115133531,498,22,0.044176707,426,80,0.187793427,49,24,0.489795918,173,15,0.086705202,12,3,0.25,265,24,0.090566038,27,1,0.037037037,149,17,0.11409396,23,2,0.086956522
2020-07-20,10936,1587,0.145117045,2404,323,0.134359401,48,9,0.1875,,,,40,1,0.025,1,0,0,1611,174,0.108007449,487,31,0.063655031,495,95,0.191919192,56,12,0.214285714,53,6,0.113207547,2,1,0.5,283,20,0.070671378,34,4,0.117647059,38,3,0.078947368,2,0,0
2020-07-19,5159,682,0.132196162,383,45,0.117493473,31,4,0.129032258,4,2,0.5,23,0,0,6,0,0,605,67,0.110743802,47,4,0.085106383,72,11,0.152777778,2,2,1,69,18,0.260869565,,,,72,5,0.069444444,1,0,0,150,17,0.113333333,4,0,0
2020-07-18,9126,1261,0.138176638,546,53,0.097069597,211,24,0.113744076,26,2,0.076923077,23,1,0.043478261,2,0,0,1092,121,0.110805861,64,3,0.046875,55,8,0.145454545,1,1,1,347,29,0.083573487,11,1,0.090909091,115,8,0.069565217,14,2,0.142857143,194,15,0.077319588,25,0,0
