Category,Gila
Total_doses_administered,25648
Total_people_one_dose,16348
Total_people_complete,9683
Total_doses_ordered,29800
Male-65 years and older,4415
Male-55-64 years,1487
Male-45-54 years,778
Male-20-44 years,1120
Male-Less than 20 years,56
Female-65 years and older,4684
Female-55-64 years,1772
Female-45-54 years,849
Female-20-44 years,1112
Female-Less than 20 years,52
"Black or African American, non-Hispanic",0.0028134556574924
"American Indian or Alaska Native, non-Hispanic",0.0047706422018349
"Asian or Pacific Islander, non-Hispanic",0.0072782874617737
Hispanic or Latino,0.0444648318042813
"Other Race, non-Hispanic",0.1673394495412844
"Unknown, non-Hispanic",0.3650764525993884
"White, non-Hispanic",0.408256880733945
