Category,Gila
Total_doses_administered,61097
Total_people_one_dose,27336
Total_people_complete,23986
total_pouluation,27336
Male-65 years and older,5992
Male-55-64 years,2267
Male-45-54 years,1297
Male-20-44 years,2592
Male-Less than 20 years,937
Female-65 years and older,6360
Female-55-64 years,2667
Female-45-54 years,1446
Female-20-44 years,2751
Female-Less than 20 years,972
"Black or African American, non-Hispanic",96
"Asian or Pacific Islander, non-Hispanic",226
Hispanic or Latino,1594
"American Indian or Alaska Native, non-Hispanic",2984
Other Race,4404
Unknown,4533
"White, non-Hispanic",13499
