Category,Yavapai
Total_doses_administered,283474
Total_people_one_dose,129006
Total_people_complete,109586
total_pouluation,129006
Male-65 years and older,28549
Male-55-64 years,10076
Male-45-54 years,5521
Male-20-44 years,11351
Male-Less than 20 years,3343
Female-65 years and older,34461
Female-55-64 years,12684
Female-45-54 years,6574
Female-20-44 years,11519
Female-Less than 20 years,3699
"Black or African American, non-Hispanic",650
"American Indian or Alaska Native, non-Hispanic",1554
"Asian or Pacific Islander, non-Hispanic",1666
Hispanic or Latino,9301
Unknown,19040
Other Race,19054
"White, non-Hispanic",77741
