Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10814158,78248,214128,191758,42520,10258,61097,19156,6299068,202946,120210,540640,1741770,130733,283474,355569
Total_people_complete,4231542,29922,83346,75579,17099,4064,23986,7770,2491985,80267,47022,218590,669474,50349,109586,139907
total_pouluation,7189020,34891,94209,91374,19235,4511,27336,9341,2834200,94995,55419,248910,774807,66347,129006,173652
Total_people_one_dose,4967114,34891,94209,91374,19235,4511,27336,9341,2834200,94995,55419,248910,774807,66347,129006,173652
Male-65 years and older,593131,3128,8467,12052,1996,517,5992,2528,299312,21938,7764,39204,92454,4823,28549,18120
Male-55-64 years,344244,2338,6060,6030,1366,390,2267,654,197724,8577,3927,17498,50072,3551,10076,11295
Male-45-54 years,312483,1907,5796,4828,1315,335,1297,333,193445,4513,3011,15345,44022,3816,5521,9842
Male-20-44 years,788742,4818,17621,13045,3269,812,2592,720,467982,8087,6822,36981,119183,10077,11351,30767
Male-Less than 20 years,316803,4775,6908,7291,1310,247,937,419,178195,2091,5423,12896,53453,9566,3343,15133
Female-65 years and older,719478,3797,9470,14076,2476,524,6360,2501,373408,23952,8803,44703,118919,5883,34461,20683
Female-55-64 years,390876,2548,6741,7118,1511,318,2667,766,221513,9942,4439,20053,59635,4001,12684,12103
Female-45-54 years,336288,1958,5776,5428,1245,337,1446,389,209030,5057,3040,15615,49682,4227,6574,10768
Female-20-44 years,823974,4728,20096,13827,3307,773,2751,628,499855,8338,6691,33231,131273,10816,11519,28705
Female-Less than 20 years,321201,4883,7095,7574,1429,256,972,385,179439,2319,5461,12769,54480,9466,3699,15534
"Black or African American, non-Hispanic",153085,71,831,1712,83,55,96,42,112331,676,227,9260,18091,61,650,910
"Asian or Pacific Islander, non-Hispanic",190947,164,1735,1598,66,51,226,92,144658,1476,418,4977,23285,189,1666,1284
"American Indian or Alaska Native, non-Hispanic",223860,27590,24146,393,5857,127,2984,567,55751,796,26196,10658,16534,56,1554,1266
Unknown,446455,1229,11326,11087,3827,302,4533,1943,191760,11725,2594,30152,66580,6672,19040,30857
Other Race,693277,1247,8081,12737,868,98,4404,1213,445340,14871,6527,29624,94597,3683,19054,21209
Hispanic or Latino,971370,659,7664,28563,2861,2042,1594,1413,498486,7921,2815,42368,201643,48011,9301,80296
"White, non-Hispanic",2288120,3931,40426,35284,5673,1836,13499,4071,1385874,57530,16642,121871,354077,7675,77741,37830
