Category,Cochise
Total_doses_administered,125804
Total_people_one_dose,70322
Total_people_complete,62023
Total_doses_ordered,93280
total_pouluation,130808
Male-65 years and older,10923
Male-55-64 years,5289
Male-45-54 years,3904
Male-20-44 years,10245
Male-Less than 20 years,2923
Female-65 years and older,12922
Female-55-64 years,6378
Female-45-54 years,4465
Female-20-44 years,10222
Female-Less than 20 years,2959
"American Indian or Alaska Native, non-Hispanic",336
"Asian or Pacific Islander, non-Hispanic",1336
"Black or African American, non-Hispanic",1340
Unknown,9438
Other Race,10657
Hispanic or Latino,17169
"White, non-Hispanic",30046
