Category,Pinal
Total_doses_administered,332947
Total_people_one_dose,189849
Total_people_complete,168951
Total_doses_ordered,200332
total_pouluation,455210
Male-65 years and older,30470
Male-55-64 years,14298
Male-45-54 years,13511
Male-20-44 years,32362
Male-Less than 20 years,6448
Female-65 years and older,34943
Female-55-64 years,15167
Female-45-54 years,12091
Female-20-44 years,23578
Female-Less than 20 years,6386
"Asian or Pacific Islander, non-Hispanic",3403
"Black or African American, non-Hispanic",5525
"American Indian or Alaska Native, non-Hispanic",9145
Other Race,20450
Hispanic or Latino,30517
Unknown,38117
"White, non-Hispanic",82692
