Category,Apache
Total_doses_administered,34640
Total_people_one_dose,19338
Total_people_complete,12959
Total_doses_ordered,16900
total_pouluation,71808
Male-65 years and older,2000
Male-55-64 years,1342
Male-45-54 years,1072
Male-20-44 years,2621
Male-Less than 20 years,2577
Female-65 years and older,2114
Female-55-64 years,1472
Female-45-54 years,1072
Female-20-44 years,2414
Female-Less than 20 years,2644
"Asian or Pacific Islander, non-Hispanic",173
"Black or African American, non-Hispanic",294
Unknown,1052
Other Race,1319
Hispanic or Latino,1945
"White, non-Hispanic",3383
"American Indian or Alaska Native, non-Hispanic",11172
