date,hospitalizations
2021-03-16,13
2021-03-15,41
2021-03-14,33
2021-03-13,38
2021-03-12,45
2021-03-11,30
2021-03-10,65
2021-03-09,71
2021-03-08,75
2021-03-07,54
2021-03-06,54
2021-03-05,65
2021-03-04,65
2021-03-03,60
2021-03-02,61
2021-03-01,70
2021-02-28,73
2021-02-27,69
2021-02-26,91
2021-02-25,98
2021-02-24,93
2021-02-23,104
2021-02-22,98
2021-02-21,98
2021-02-20,94
2021-02-19,108
2021-02-18,126
2021-02-17,110
2021-02-16,131
2021-02-15,138
2021-02-14,103
2021-02-13,129
2021-02-12,156
2021-02-11,168
2021-02-10,190
2021-02-09,172
2021-02-08,202
2021-02-07,152
2021-02-06,161
2021-02-05,203
2021-02-04,209
2021-02-03,252
2021-02-02,246
2021-02-01,291
2021-01-31,217
2021-01-30,261
2021-01-29,319
2021-01-28,270
2021-01-27,357
2021-01-26,351
2021-01-25,380
2021-01-24,311
2021-01-23,345
2021-01-22,357
2021-01-21,427
2021-01-20,413
2021-01-19,466
2021-01-18,449
2021-01-17,370
2021-01-16,433
2021-01-15,446
2021-01-14,476
2021-01-13,479
2021-01-12,483
2021-01-11,480
2021-01-10,448
2021-01-09,477
2021-01-08,576
2021-01-07,536
2021-01-06,510
2021-01-05,545
2021-01-04,559
2021-01-03,476
2021-01-02,501
2021-01-01,515
2020-12-31,485
2020-12-30,463
2020-12-29,493
2020-12-28,494
2020-12-27,466
2020-12-26,451
2020-12-25,411
2020-12-24,413
2020-12-23,477
2020-12-22,463
2020-12-21,512
2020-12-20,427
2020-12-19,411
2020-12-18,399
2020-12-17,438
2020-12-16,404
2020-12-15,431
2020-12-14,462
2020-12-13,330
2020-12-12,325
2020-12-11,335
2020-12-10,318
2020-12-09,418
2020-12-08,401
2020-12-07,465
2020-12-06,345
2020-12-05,322
2020-12-04,344
2020-12-03,323
2020-12-02,372
2020-12-01,346
2020-11-30,341
2020-11-29,294
2020-11-28,310
2020-11-27,285
2020-11-26,226
2020-11-25,277
2020-11-24,270
2020-11-23,295
2020-11-22,227
2020-11-21,229
2020-11-20,213
2020-11-19,232
2020-11-18,202
2020-11-17,226
2020-11-16,192
2020-11-15,150
2020-11-14,183
2020-11-13,177
2020-11-12,138
2020-11-11,149
2020-11-10,143
2020-11-09,132
2020-11-08,109
2020-11-07,100
2020-11-06,135
2020-11-05,140
2020-11-04,111
2020-11-03,97
2020-11-02,106
2020-11-01,88
2020-10-31,94
2020-10-30,99
2020-10-29,88
2020-10-28,93
2020-10-27,89
2020-10-26,84
2020-10-25,66
2020-10-24,71
2020-10-23,78
2020-10-22,76
2020-10-21,76
2020-10-20,77
2020-10-19,80
2020-10-18,52
2020-10-17,56
2020-10-16,62
2020-10-15,59
2020-10-14,56
2020-10-13,55
2020-10-12,64
2020-10-11,53
2020-10-10,47
2020-10-09,51
2020-10-08,44
2020-10-07,51
2020-10-06,46
2020-10-05,50
2020-10-04,41
2020-10-03,41
2020-10-02,41
2020-10-01,37
2020-09-30,39
2020-09-29,28
2020-09-28,44
2020-09-27,41
2020-09-26,34
2020-09-25,29
2020-09-24,35
2020-09-23,25
2020-09-22,30
2020-09-21,35
2020-09-20,31
2020-09-19,22
2020-09-18,23
2020-09-17,31
2020-09-16,24
2020-09-15,25
2020-09-14,31
2020-09-13,17
2020-09-12,20
2020-09-11,25
2020-09-10,22
2020-09-09,24
2020-09-08,28
2020-09-07,29
2020-09-06,33
2020-09-05,25
2020-09-04,28
2020-09-03,28
2020-09-02,34
2020-09-01,28
2020-08-31,32
2020-08-30,32
2020-08-29,37
2020-08-28,37
2020-08-27,45
2020-08-26,49
2020-08-25,31
2020-08-24,36
2020-08-23,36
2020-08-22,39
2020-08-21,48
2020-08-20,64
2020-08-19,53
2020-08-18,62
2020-08-17,56
2020-08-16,51
2020-08-15,53
2020-08-14,55
2020-08-13,64
2020-08-12,71
2020-08-11,76
2020-08-10,69
2020-08-09,59
2020-08-08,78
2020-08-07,78
2020-08-06,83
2020-08-05,99
2020-08-04,116
2020-08-03,174
2020-08-02,136
2020-08-01,89
2020-07-31,162
2020-07-30,177
2020-07-29,144
2020-07-28,154
2020-07-27,195
2020-07-26,131
2020-07-25,162
2020-07-24,185
2020-07-23,246
2020-07-22,227
2020-07-21,238
2020-07-20,255
2020-07-19,253
2020-07-18,241
2020-07-17,239
2020-07-16,302
2020-07-15,326
2020-07-14,365
2020-07-13,385
2020-07-12,256
2020-07-11,270
2020-07-10,302
2020-07-09,270
2020-07-08,282
2020-07-07,299
2020-07-06,323
2020-07-05,299
2020-07-04,277
2020-07-03,289
2020-07-02,298
2020-07-01,315
2020-06-30,323
2020-06-29,292
2020-06-28,232
2020-06-27,247
2020-06-26,265
2020-06-25,264
2020-06-24,240
2020-06-23,242
2020-06-22,256
2020-06-21,205
2020-06-20,180
2020-06-19,226
2020-06-18,186
2020-06-17,173
2020-06-16,179
2020-06-15,189
2020-06-14,136
2020-06-13,144
2020-06-12,136
2020-06-11,134
2020-06-10,123
2020-06-09,137
2020-06-08,138
2020-06-07,110
2020-06-06,101
2020-06-05,107
2020-06-04,94
2020-06-03,107
2020-06-02,109
2020-06-01,111
2020-05-31,68
2020-05-30,72
2020-05-29,74
2020-05-28,73
2020-05-27,78
2020-05-26,76
2020-05-25,74
2020-05-24,61
2020-05-23,65
2020-05-22,75
2020-05-21,65
2020-05-20,62
2020-05-19,50
2020-05-18,70
2020-05-17,46
2020-05-16,50
2020-05-15,53
2020-05-14,72
2020-05-13,53
2020-05-12,59
2020-05-11,52
2020-05-10,37
2020-05-09,43
2020-05-08,62
2020-05-07,49
2020-05-06,57
2020-05-05,61
2020-05-04,52
2020-05-03,57
2020-05-02,47
2020-05-01,53
2020-04-30,57
2020-04-29,63
2020-04-28,51
2020-04-27,62
2020-04-26,44
2020-04-25,47
2020-04-24,54
2020-04-23,46
2020-04-22,45
2020-04-21,31
2020-04-20,69
2020-04-19,47
2020-04-18,50
2020-04-17,31
2020-04-16,47
2020-04-15,43
2020-04-14,49
2020-04-13,51
2020-04-12,38
2020-04-11,42
2020-04-10,46
2020-04-09,45
2020-04-08,53
2020-04-07,36
2020-04-06,58
2020-04-05,47
2020-04-04,44
2020-04-03,52
2020-04-02,35
2020-04-01,48
2020-03-31,56
2020-03-30,50
2020-03-29,41
2020-03-28,45
2020-03-27,40
2020-03-26,39
2020-03-25,46
2020-03-24,30
2020-03-23,44
2020-03-22,17
2020-03-21,19
2020-03-20,21
2020-03-19,18
2020-03-18,12
2020-03-17,13
2020-03-16,6
2020-03-15,10
2020-03-14,4
2020-03-13,6
2020-03-12,5
2020-03-11,3
2020-03-09,3
2020-03-08,1
2020-03-06,1
2020-03-05,1
2020-03-04,1
2020-03-03,1
2020-02-28,1
2020-02-21,1
2020-01-30,1
2020-01-19,1
2020-01-04,1
2020-01-03,2
2020-01-02,1
