Category,Mohave
Total_doses_administered,178967
Total_people_one_dose,88906
Total_people_complete,75649
total_pouluation,88906
Male-65 years and older,20594
Male-55-64 years,8159
Male-45-54 years,4227
Male-20-44 years,7391
Male-Less than 20 years,1719
Female-65 years and older,22838
Female-55-64 years,9487
Female-45-54 years,4797
Female-20-44 years,7583
Female-Less than 20 years,1934
"Black or African American, non-Hispanic",599
"American Indian or Alaska Native, non-Hispanic",725
"Asian or Pacific Islander, non-Hispanic",1336
Hispanic or Latino,7031
Unknown,11422
Other Race,14273
"White, non-Hispanic",53520
