Category,Maricopa
Total_doses_administered,5415652
Total_people_one_dose,2611301
Total_people_complete,2288884
total_pouluation,2611301
Male-65 years and older,283209
Male-55-64 years,187006
Male-45-54 years,181350
Male-20-44 years,432965
Male-Less than 20 years,141662
Female-65 years and older,354180
Female-55-64 years,210581
Female-45-54 years,196827
Female-20-44 years,464140
Female-Less than 20 years,144936
"American Indian or Alaska Native, non-Hispanic",50919
"Black or African American, non-Hispanic",100630
"Asian or Pacific Islander, non-Hispanic",131684
Unknown,173935
Other Race,424235
Hispanic or Latino,435262
"White, non-Hispanic",1294636
