Category,Graham
Total_doses_administered,42561
Total_people_one_dose,20834
Total_people_complete,18389
total_pouluation,20834
Male-65 years and older,2381
Male-55-64 years,1575
Male-45-54 years,1435
Male-20-44 years,3541
Male-Less than 20 years,1098
Female-65 years and older,2890
Female-55-64 years,1715
Female-45-54 years,1414
Female-20-44 years,3573
Female-Less than 20 years,1200
"Asian or Pacific Islander, non-Hispanic",84
"Black or African American, non-Hispanic",92
Other Race,1297
Hispanic or Latino,3733
Unknown,4055
"American Indian or Alaska Native, non-Hispanic",5167
"White, non-Hispanic",6406
