Category,Yuma
Total_doses_administered,301246
Total_people_one_dose,153468
Total_people_complete,125911
total_pouluation,153468
Male-65 years and older,16015
Male-55-64 years,10277
Male-45-54 years,9109
Male-20-44 years,27659
Male-Less than 20 years,11866
Female-65 years and older,18541
Female-55-64 years,10969
Female-45-54 years,10022
Female-20-44 years,26120
Female-Less than 20 years,12326
"Black or African American, non-Hispanic",818
"American Indian or Alaska Native, non-Hispanic",1148
"Asian or Pacific Islander, non-Hispanic",1186
Other Race,18227
Unknown,28633
"White, non-Hispanic",33667
Hispanic or Latino,69789
