Category,Navajo
Total_doses_administered,96892
Total_people_one_dose,48327
Total_people_complete,40194
total_pouluation,48327
Male-65 years and older,7258
Male-55-64 years,3548
Male-45-54 years,2667
Male-20-44 years,5698
Male-Less than 20 years,4210
Female-65 years and older,8197
Female-55-64 years,4070
Female-45-54 years,2682
Female-20-44 years,5616
Female-Less than 20 years,4345
"Black or African American, non-Hispanic",202
"Asian or Pacific Islander, non-Hispanic",352
Unknown,2233
Hispanic or Latino,2431
Other Race,6249
"White, non-Hispanic",15841
"American Indian or Alaska Native, non-Hispanic",21019
