Category,Cochise
Total_doses_administered,157264
Total_people_one_dose,79329
Total_people_complete,66199
total_pouluation,79329
Male-65 years and older,11112
Male-55-64 years,5426
Male-45-54 years,4256
Male-20-44 years,11413
Male-Less than 20 years,5131
Female-65 years and older,13037
Female-55-64 years,6463
Female-45-54 years,4784
Female-20-44 years,12102
Female-Less than 20 years,5504
"American Indian or Alaska Native, non-Hispanic",352
"Asian or Pacific Islander, non-Hispanic",1451
"Black or African American, non-Hispanic",1541
Unknown,9279
Other Race,11763
Hispanic or Latino,22202
"White, non-Hispanic",32741
