Category,Mohave
Total_doses_administered,164309
Total_people_one_dose,93609
Total_people_complete,78375
Total_doses_ordered,135940
total_pouluation,216985
Male-65 years and older,22143
Male-55-64 years,8769
Male-45-54 years,4595
Male-20-44 years,7796
Male-Less than 20 years,1497
Female-65 years and older,24689
Female-55-64 years,10183
Female-45-54 years,4905
Female-20-44 years,7260
Female-Less than 20 years,1609
"Black or African American, non-Hispanic",670
"American Indian or Alaska Native, non-Hispanic",978
"Asian or Pacific Islander, non-Hispanic",1355
Hispanic or Latino,6831
Unknown,15932
Other Race,16304
"White, non-Hispanic",51539
