Category,Arizona
Total_doses_administered,7572076
Total_people_complete,3648617
Total_doses_ordered,5387440
total_pouluation,7189020
Total_people_one_dose,4124175
Male-65 years and older,530102
Male-55-64 years,306772
Male-45-54 years,271241
Male-20-44 years,651548
Male-Less than 20 years,174668
Female-65 years and older,653014
Female-55-64 years,352456
Female-45-54 years,295982
Female-20-44 years,685999
Female-Less than 20 years,182761
"Black or African American, non-Hispanic",114692
"American Indian or Alaska Native, non-Hispanic",123559
"Asian or Pacific Islander, non-Hispanic",153084
Unknown,442051
Other Race,690708
Hispanic or Latino,710953
"White, non-Hispanic",1889128
