Category,Apache
Total_doses_administered,34668
Total_people_one_dose,19357
Total_people_complete,12970
Total_doses_ordered,18500
total_pouluation,71808
Male-65 years and older,2000
Male-55-64 years,1345
Male-45-54 years,1072
Male-20-44 years,2625
Male-Less than 20 years,2580
Female-65 years and older,2116
Female-55-64 years,1472
Female-45-54 years,1074
Female-20-44 years,2418
Female-Less than 20 years,2645
"Asian or Pacific Islander, non-Hispanic",173
"Black or African American, non-Hispanic",297
Unknown,1052
Other Race,1320
Hispanic or Latino,1956
"White, non-Hispanic",3384
"American Indian or Alaska Native, non-Hispanic",11175
