Category,Cochise
Total_doses_administered,125889
Total_people_one_dose,70368
Total_people_complete,62073
Total_doses_ordered,94080
total_pouluation,130808
Male-65 years and older,10926
Male-55-64 years,5293
Male-45-54 years,3904
Male-20-44 years,10258
Male-Less than 20 years,2926
Female-65 years and older,12930
Female-55-64 years,6375
Female-45-54 years,4470
Female-20-44 years,10231
Female-Less than 20 years,2963
"American Indian or Alaska Native, non-Hispanic",336
"Asian or Pacific Islander, non-Hispanic",1336
"Black or African American, non-Hispanic",1343
Unknown,9435
Other Race,10667
Hispanic or Latino,17178
"White, non-Hispanic",30073
