Category,Graham
Total_doses_administered,23454
Total_people_one_dose,13111
Total_people_complete,11594
Total_doses_ordered,21580
total_pouluation,38476
Male-65 years and older,1711
Male-55-64 years,1044
Male-45-54 years,937
Male-20-44 years,2249
Male-Less than 20 years,494
Female-65 years and older,2156
Female-55-64 years,1191
Female-45-54 years,864
Female-20-44 years,1878
Female-Less than 20 years,576
"Asian or Pacific Islander, non-Hispanic",68
"Black or African American, non-Hispanic",79
Other Race,1001
"American Indian or Alaska Native, non-Hispanic",1121
Hispanic or Latino,2171
Unknown,4116
"White, non-Hispanic",4555
