Category,Cochise
Total_doses_administered,150947
Total_people_one_dose,77615
Total_people_complete,65490
total_pouluation,77615
Male-65 years and older,10943
Male-55-64 years,5344
Male-45-54 years,4182
Male-20-44 years,11256
Male-Less than 20 years,4781
Female-65 years and older,12903
Female-55-64 years,6385
Female-45-54 years,4695
Female-20-44 years,11902
Female-Less than 20 years,5125
"American Indian or Alaska Native, non-Hispanic",344
"Asian or Pacific Islander, non-Hispanic",1430
"Black or African American, non-Hispanic",1521
Unknown,9107
Other Race,11625
Hispanic or Latino,21232
"White, non-Hispanic",32356
