Category,Arizona
Total_doses_administered,9076178
Total_people_complete,433250
total_pouluation,7189020
Total_people_one_dose,4504122
Male-65 years and older,554186
Male-55-64 years,322214
Male-45-54 years,291015
Male-20-44 years,720019
Male-Less than 20 years,239662
Female-65 years and older,676004
Female-55-64 years,367135
Female-45-54 years,314131
Female-20-44 years,752909
Female-Less than 20 years,247093
"Black or African American, non-Hispanic",135530
"Asian or Pacific Islander, non-Hispanic",170920
"American Indian or Alaska Native, non-Hispanic",189583
Unknown,410170
Other Race,652149
Hispanic or Latino,823943
"White, non-Hispanic",2121827
