Category,Apache
Total_doses_administered,55974
Total_people_one_dose,27878
Total_people_complete,22146
total_pouluation,27878
Male-65 years and older,2715
Male-55-64 years,1973
Male-45-54 years,1577
Male-20-44 years,3694
Male-Less than 20 years,3665
Female-65 years and older,3266
Female-55-64 years,2104
Female-45-54 years,1542
Female-20-44 years,3598
Female-Less than 20 years,3736
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",128
Hispanic or Latino,551
Unknown,1082
Other Race,1097
"White, non-Hispanic",3590
"American Indian or Alaska Native, non-Hispanic",21371
