Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10943983,79224,216073,193989,42902,10326,61598,19257,6372010,204719,122046,546854,1764042,133756,285519,361252
Total_people_complete,4272142,30288,83916,76386,17258,4077,24130,7809,2515404,80836,47575,220786,675777,51182,110190,141623
total_pouluation,7189020,35095,94446,91866,19301,4519,27418,9364,2847048,95306,55704,250021,779189,67519,129300,175248
Total_people_one_dose,4993667,35095,94446,91866,19301,4519,27418,9364,2847048,95306,55704,250021,779189,67519,129300,175248
Male-65 years and older,595666,3145,8498,12086,2004,518,6010,2533,300381,22005,7791,39317,92801,4847,28620,18211
Male-55-64 years,345225,2344,6063,6037,1367,389,2261,657,198206,8591,3932,17554,50205,3580,10086,11350
Male-45-54 years,313765,1917,5810,4857,1318,337,1296,335,194094,4527,3015,15384,44262,3874,5531,9906
Male-20-44 years,793381,4850,17656,13135,3279,812,2607,720,470227,8117,6861,37176,119951,10269,11404,31125
Male-Less than 20 years,320226,4816,6945,7365,1314,247,946,420,180007,2110,5479,13031,54089,9807,3355,15338
Female-65 years and older,722448,3809,9506,14112,2483,525,6382,2506,374622,24021,8840,44863,119315,5915,34538,20784
Female-55-64 years,392027,2550,6744,7128,1514,318,2663,767,222072,9952,4452,20076,59855,4052,12700,12159
Female-45-54 years,337539,1967,5783,5456,1247,335,1444,389,209661,5066,3046,15674,49883,4305,6581,10865
Female-20-44 years,828923,4767,20153,13921,3324,780,2767,632,502330,8401,6724,33422,132072,11057,11559,28999
Female-Less than 20 years,324639,4919,7108,7662,1440,256,987,387,181237,2334,5525,12913,55132,9676,3707,15792
"Black or African American, non-Hispanic",154353,71,831,1723,84,55,98,42,113195,679,232,9342,18236,62,659,921
"Asian or Pacific Islander, non-Hispanic",191921,166,1746,1600,67,51,226,92,145372,1484,421,4998,23365,188,1672,1291
"American Indian or Alaska Native, non-Hispanic",225235,27770,24236,394,5876,127,2992,568,56073,799,26336,10730,16619,55,1556,1270
Unknown,449447,1230,11276,11167,3819,301,4524,1948,192914,11725,2611,30210,67023,7250,19000,31009
Other Race,695432,1250,8104,12734,869,98,4424,1216,446215,14904,6545,29694,94932,3693,19089,21521
Hispanic or Latino,981386,667,7722,28878,2878,2046,1606,1419,503374,7982,2856,42706,203738,48571,9351,81202
"White, non-Hispanic",2295893,3941,40531,35370,5708,1841,13548,4079,1389905,57733,16703,122341,355276,7700,77973,38034
