Category,Coconino
Total_doses_administered,216073
Total_people_one_dose,94446
Total_people_complete,83916
total_pouluation,94446
Male-65 years and older,8498
Male-55-64 years,6063
Male-45-54 years,5810
Male-20-44 years,17656
Male-Less than 20 years,6945
Female-65 years and older,9506
Female-55-64 years,6744
Female-45-54 years,5783
Female-20-44 years,20153
Female-Less than 20 years,7108
"Black or African American, non-Hispanic",831
"Asian or Pacific Islander, non-Hispanic",1746
Hispanic or Latino,7722
Other Race,8104
Unknown,11276
"American Indian or Alaska Native, non-Hispanic",24236
"White, non-Hispanic",40531
