Category,Santa Cruz
Total_doses_administered,133756
Total_people_one_dose,67519
Total_people_complete,51182
total_pouluation,67519
Male-65 years and older,4847
Male-55-64 years,3580
Male-45-54 years,3874
Male-20-44 years,10269
Male-Less than 20 years,9807
Female-65 years and older,5915
Female-55-64 years,4052
Female-45-54 years,4305
Female-20-44 years,11057
Female-Less than 20 years,9676
"American Indian or Alaska Native, non-Hispanic",55
"Black or African American, non-Hispanic",62
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3693
Unknown,7250
"White, non-Hispanic",7700
Hispanic or Latino,48571
