Category,Arizona
Total_doses_administered,10943983
Total_people_complete,4272142
total_pouluation,7189020
Total_people_one_dose,4993667
Male-65 years and older,595666
Male-55-64 years,345225
Male-45-54 years,313765
Male-20-44 years,793381
Male-Less than 20 years,320226
Female-65 years and older,722448
Female-55-64 years,392027
Female-45-54 years,337539
Female-20-44 years,828923
Female-Less than 20 years,324639
"Black or African American, non-Hispanic",154353
"Asian or Pacific Islander, non-Hispanic",191921
"American Indian or Alaska Native, non-Hispanic",225235
Unknown,449447
Other Race,695432
Hispanic or Latino,981386
"White, non-Hispanic",2295893
